,sentence,rankt,ranko
1125,"ja, ich",1125,625
1126,was willst du von mir,1126,1408
1127,kann ich helfen,1127,1074
1128,fahren wir,1128,1624
1129,dreh dich um,1129,1535
1130,sieht so aus,1130,2377
1131,sag's mir,1131,1559
1132,worauf wartest du,1132,1131
1133,was sagen sie,1133,1075
1134,"ha, ha, ha",1134,3145
1135,"hey, kumpel",1135,9899
1136,geh nicht,1136,1579
1137,walter,1137,774
1138,von wegen,1138,1294
1139,ach wirklich,1139,2932
1140,"ja, ok",1140,6789
1141,was willst du damit sagen,1141,2392
1142,kevin,1142,3658
1143,nacht,1143,598
1144,es ist nichts,1144,1176
1145,es tut mir wirklich leid,1145,3008
1146,was hast du denn,1146,516
1147,bist du fertig,1147,1311
1148,warum ich,1148,1181
1149,"oh, hallo",1149,1898
1150,mark,1150,4448
1151,wie sieht's aus,1151,916
1152,wundervoll,1152,989
1153,"nein, habe ich nicht",1153,5186
1154,"hallo, schatz",1154,1641
1155,komm mit mir,1155,2216
1156,setzt euch,1156,1318
1157,mit vergnügen,1157,1112
1158,weshalb,1158,2881
1159,was gibt es,1159,1546
1160,zufrieden,1160,1124
1161,ich will nach hause,1161,759
1162,was denken sie,1162,1350
1163,ganz und gar nicht,1163,1676
1164,schrecklich,1164,810
1165,herr,1165,1470
1166,irgendwas,1166,2190
1167,ich liebe es,1167,3458
1168,das gibt's doch nicht,1168,545
1169,verzeih mir,1169,868
1170,schluss,1170,602
1171,hoffentlich,1171,614
1172,woher,1172,992
1173,junge,1173,1534
1174,meine mutter,1174,635
1175,general,1175,1523
1176,was sagst du dazu,1176,1379
1177,ich bin gleich da,1177,1712
1178,shit,1178,737
1179,juhu,1179,553
1180,entschuldige mich,1180,3987
1181,du schaffst das,1181,1542
1182,amanda,1182,7321
1183,madame,1183,654
1184,ich brauche dich,1184,2066
1185,nicht anfassen,1185,1486
1186,das war ich,1186,1895
1187,schönen tag noch,1187,934
1188,und dir,1188,1767
1189,kommt mit,1189,1015
1190,ist doch egal,1190,1116
1191,"ja, das bin ich",1191,1647
1192,ich hab dich lieb,1192,2333
1193,ich hab dich,1193,2486
1194,was sagt er,1194,655
1195,was haben sie vor,1195,2182
1196,mehr nicht,1196,1447
1197,es stimmt,1197,1854
1198,"ah, ja",1198,741
1199,setz dich hin,1199,1545
1200,ryan,1200,1744
1201,oh doch,1201,1180
1202,im gegenteil,1202,617
1203,jetzt schon,1203,1259
1204,wir müssen hier weg,1204,1729
1205,komm raus,1205,1230
1206,aye,1206,9899
1207,liebe,1207,1210
1208,ich bin mir nicht sicher,1208,6000
1209,sieht gut aus,1209,2022
1210,habe ich nicht,1210,9899
1211,das geht dich nichts an,1211,1637
1212,sag das nicht,1212,2280
1213,das ist nicht nötig,1213,1769
1214,"ja, das ist es",1214,3390
1215,wie ist das möglich,1215,2184
1216,lucy,1216,1164
1217,autsch,1217,1204
1218,verstehst du das,1218,1126
1219,wissen sie,1219,1515
1220,colonel,1220,1256
1221,links,1221,648
1222,was tun sie hier,1222,1081
1223,cheers,1223,1381
1224,warte kurz,1224,5949
1225,eure majestät,1225,1790
1226,eine netflix original serie,1226,9899
1227,willst du mich verarschen,1227,1580
1228,entschuldigt,1228,1452
1229,von mir aus,1229,1087
1230,"oh, wirklich",1230,3523
1231,es tut mir sehr leid,1231,2037
1232,sie sind hier,1232,2257
1233,was machen wir,1233,1578
1234,das habe ich nicht gesagt,1234,3945
1235,was tun sie,1235,3080
1236,aber wie,1236,911
1237,feuer einstellen,1237,981
1238,mörder,1238,854
1239,sei ruhig,1239,1415
1240,ich bin dran,1240,2933
1241,"hey, du",1241,2054
1242,mmm,1242,2176
1243,vincent,1243,1024
1244,darum geht es nicht,1244,4885
1245,wohin gehen wir,1245,1760
1246,sergeant,1246,1270
1247,gleich,1247,663
1248,erledigt,1248,1990
1249,wir haben ihn,1249,1444
1250,geh jetzt,1250,1166
1251,wo ist er hin,1251,2983
1252,lisa,1252,1084
1253,was wollen sie von mir,1253,901
1254,schluss damit,1254,1991
1255,es ist gut,1255,1584
1256,marie,1256,253
1257,um himmels willen,1257,1512
1258,ist er tot,1258,1240
1259,es geht schon,1259,1086
1260,ich bin schwanger,1260,1709
1261,robert,1261,584
1262,oh je,1262,1517
1263,geh nach hause,1263,1938
1264,ma,1264,7927
1265,dan,1265,2272
1266,finger weg,1266,693
1267,ich weiss,1267,1526
1268,reiß dich zusammen,1268,1557
1269,"ach, komm schon",1269,3547
1270,arthur,1270,2568
1271,beeindruckend,1271,4668
1272,"ja, habe ich",1272,3378
1273,da ist er ja,1273,1357
1274,er lebt,1274,1622
1275,steve,1275,3158
1276,ich fasse es nicht,1276,1913
1277,wohl kaum,1277,2997
1278,jenny,1278,823
1279,das ist nett,1279,1631
1280,ich hatte keine wahl,1280,2489
1281,simon,1281,781
1282,ich weiß auch nicht,1282,1101
1283,eben,1283,362
1284,das dachte ich mir,1284,1330
1285,es geht nicht,1285,1045
1286,"ja, hallo",1286,841
1287,ich bin nicht sicher,1287,4376
1288,"nein, bin ich nicht",1288,3278
1289,meinetwegen,1289,801
1290,was machst du denn da,1290,558
1291,acht,1291,1241
1292,"oh, mist",1292,3343
1293,annie,1293,9899
1294,nochmal,1294,2573
1295,jason,1295,1813
1296,mehr,1296,1522
1297,wir sehen uns später,1297,2200
1298,keine,1298,1959
1299,carl,1299,3301
1300,essen,1300,927
1301,mir egal,1301,1540
1302,carter,1302,9899
1303,matt,1303,9899
1304,ich muss jetzt gehen,1304,1310
1305,woher willst du das wissen,1305,1443
1306,lächerlich,1306,977
1307,warum bist du hier,1307,1884
1308,was auch immer,1308,8839
1309,zehn,1309,1122
1310,ich weiss nicht,1310,1418
1311,naja,1311,880
1312,ich habe ihn,1312,2113
1313,bin gleich zurück,1313,2378
1314,ist alles okay,1314,2052
1315,chef,1315,965
1316,nicht zu fassen,1316,1564
1317,robin,1317,6423
1318,"oh, komm schon",1318,9899
1319,willst du,1319,1456
1320,leb wohl,1320,824
1321,was hältst du davon,1321,1816
1322,bist du verletzt,1322,2006
1323,passen sie auf,1323,651
1324,ich bleibe hier,1324,1249
1325,wiederhören,1325,1179
1326,mensch,1326,689
1327,kannst du mich hören,1327,3629
1328,schauen sie,1328,1140
1329,beruhig dich,1329,2173
1330,ja oder nein,1330,852
1331,das ist für dich,1331,1169
1332,es ist wunderschön,1332,2298
1333,aufwachen,1333,716
1334,schon klar,1334,2831
1335,wie ist es gelaufen,1335,6151
1336,was hat das zu bedeuten,1336,1575
1337,ich komme sofort,1337,1320
1338,ich kenne dich,1338,2442
1339,fahren sie fort,1339,2193
1340,majestät,1340,400
1341,wie fühlen sie sich,1341,2609
1342,für sie,1342,1369
1343,rückzug,1343,2174
1344,echt jetzt,1344,6084
1345,das bezweifle ich,1345,3276
1346,wichser,1346,1400
1347,wir müssen hier raus,1347,1825
1348,heil hitler,1348,130
1349,professor,1349,1332
1350,hast du angst,1350,1288
1351,"ja, du hast recht",1351,2343
1352,was habe ich getan,1352,3134
1353,wir müssen weg,1353,1349
1354,lassen sie mich,1354,1078
1355,sie sind weg,1355,1566
1356,ich verstehe es nicht,1356,2252
1357,stehenbleiben,1357,1278
1358,da wären wir,1358,2299
1359,wann war das,1359,1409
1360,ein wenig,1360,2553
1361,doc,1361,7491
1362,wie sehe ich aus,1362,1692
1363,trink,1363,1145
1364,passt auf,1364,1416
1365,hoppla,1365,690
1366,rose,1366,1043
1367,ich mache das,1367,1428
1368,hörst du das,1368,1532
1369,kommen sie her,1369,1306
1370,es ist meine schuld,1370,2846
1371,schon in ordnung,1371,3372
1372,was ist mit ihnen,1372,2236
1373,für was,1373,3110
1374,lieber nicht,1374,947
1375,angst,1375,1268
1376,du machst witze,1376,3749
1377,wer denn,1377,855
1378,beeilen sie sich,1378,835
1379,ich habe nichts getan,1379,2505
1380,helen,1380,1062
1381,er ist,1381,4696
1382,auf die knie,1382,3072
1383,ist alles ok,1383,9899
1384,gleichfalls,1384,2420
1385,nicht unbedingt,1385,1800
1386,wie kommst du darauf,1386,1093
1387,tim,1387,1195
1388,lois,1388,4979
1389,darf ich reinkommen,1389,1795
1390,warum denn nicht,1390,681
1391,hast du mich verstanden,1391,1365
1392,ich bring dich um,1392,1489
1393,ruf mich an,1393,5624
1394,steigen sie ein,1394,817
1395,"bitte, bitte",1395,1013
1396,sieh dich an,1396,2862
1397,ooh,1397,9899
1398,da hast du recht,1398,2507
1399,jeannie,1399,9899
1400,zu befehl,1400,736
1401,hab ich nicht,1401,1722
1402,dich,1402,1706
1403,"danke, mann",1403,5737
1404,"na, komm",1404,600
1405,das tut weh,1405,2839
1406,adam,1406,3161
1407,sachte,1407,2426
1408,was geht,1408,6658
1409,lecker,1409,815
1410,schon möglich,1410,2143
1411,du idiot,1411,1627
1412,keine zeit,1412,1102
1413,seht mal,1413,1793
1414,"ja, ich verstehe",1414,1717
1415,bleib ruhig,1415,1253
1416,es ist spät,1416,2179
1417,antworte,1417,2007
1418,aber was,1418,1309
1419,das sind sie,1419,2375
1420,bin ich,1420,3446
1421,warum sollte ich,1421,4898
1422,was macht er,1422,2381
1423,kommen sie schon,1423,3740
1424,"okay, danke",1424,2566
1425,noch einmal,1425,1410
1426,was du nicht sagst,1426,1691
1427,ich will nicht sterben,1427,2674
1428,ich kenne sie,1428,2753
1429,du und ich,1429,2646
1430,gute frage,1430,2766
1431,weiter so,1431,1921
1432,was ist mit mir,1432,7304
1433,was soll der scheiß,1433,2814
1434,verräter,1434,1373
1435,was haben sie,1435,1367
1436,ho,1436,515
1437,jesse,1437,9899
1438,wir müssen uns beeilen,1438,1620
1439,"ok, gut",1439,6112
1440,da kommt er,1440,1406
1441,"nein, tut mir leid",1441,1704
1442,bist du da,1442,1850
1443,amy,1443,1777
1444,was ist mit ihr,1444,2952
1445,fahr los,1445,1267
1446,"oh, hey",1446,9899
1447,ich hoffe es,1447,3223
1448,braves mädchen,1448,3713
1449,schlampe,1449,3411
1450,ich kann es nicht glauben,1450,3325
1451,jederzeit,1451,2277
1452,"nein, schon gut",1452,3108
1453,werde ich,1453,9899
1454,victor,1454,7228
1455,findest du,1455,1286
1456,ich glaub's nicht,1456,1336
1457,"nein, nichts",1457,2093
1458,ganz bestimmt,1458,1027
1459,du bist es,1459,2187
1460,was hast du da,1460,1971
1461,und was ist das,1461,1308
1462,er ist nicht hier,1462,2673
1463,bestens,1463,1108
1464,und was dann,1464,4851
1465,eric,1465,1693
1466,miss,1466,2310
1467,seht,1467,3601
1468,glauben sie mir,1468,1494
1469,folgt mir,1469,2569
1470,du musst,1470,1874
1471,gibt es ein problem,1471,5856
1472,o mein gott,1472,2722
1473,warum hast du das getan,1473,1783
1474,geht schon,1474,870
1475,dann,1475,898
1476,sdh],1476,9899
1477,gefällt es dir,1477,2537
1478,töte ihn,1478,5192
1479,leo,1479,3357
1480,yo,1480,9054
1481,hübsch,1481,1135
1482,so ist's gut,1482,4551
1483,susan,1483,6054
1484,"ja, gern",1484,743
1485,ich mach das schon,1485,1191
1486,die,1486,826
1487,das ist egal,1487,1688
1488,wir sind fertig,1488,3922
1489,das ist nicht möglich,1489,2038
1490,wir haben keine zeit,1490,1514
1491,kann ich nicht,1491,4780
1492,lächeln,1492,1467
1493,schon,1493,997
1494,bestimmt nicht,1494,745
1495,"ach, du scheiße",1495,2466
1496,ich liebe ihn,1496,1878
1497,verdammt nochmal,1497,3176
1498,wie heißt sie,1498,1931
1499,wo bist du gewesen,1499,3855
1500,noch etwas,1500,1851
1501,"ja, das ist er",1501,1536
1502,was ist mit dir los,1502,1732
1503,wache,1503,1065
1504,verdammter mist,1504,1649
1505,name,1505,797
1506,ich gehe jetzt,1506,2061
1507,willkommen zurück,1507,2636
1508,jetzt gleich,1508,1146
1509,geht's,1509,894
1510,joey,1510,6879
1511,"komm schon, komm schon",1511,7545
1512,wegtreten,1512,975
1513,mein fehler,1513,7500
1514,"einen moment, bitte",1514,913
1515,hinterher,1515,1111
1516,wie ist das passiert,1516,2732
1517,antworte mir,1517,3025
1518,jerry,1518,1984
1519,pete,1519,9899
1520,ja und,1520,863
1521,kommen sie herein,1521,1755
1522,sie sind verrückt,1522,1474
1523,julie,1523,9899
1524,ihr,1524,2692
1525,ist es,1525,6578
1526,gefällt mir,1526,2512
1527,wird gemacht,1527,2219
1528,wo gehen wir hin,1528,5832
1529,ich wollte,1529,1454
1530,die polizei,1530,2183
1531,sie ist hier,1531,2591
1532,vertrauen sie mir,1532,5284
1533,"doch, doch",1533,495
1534,habe ich recht,1534,1625
1535,das spielt keine rolle,1535,1683
1536,faszinierend,1536,3351
1537,ich wollte nur,1537,2987
1538,jetzt nicht,1538,845
1539,wie sie wollen,1539,1324
1540,grace,1540,9899
1541,ich erinnere mich nicht,1541,5003
1542,"ja, mir geht's gut",1542,6792
1543,atme,1543,3381
1544,ist schon ok,1544,4920
1545,gib mir deine hand,1545,1843
1546,ich sehe nichts,1546,1842
1547,sie können gehen,1547,1427
1548,warum tust du das,1548,2909
1549,ich werde,1549,6927
1550,so ein mist,1550,1599
1551,wie schade,1551,1323
1552,ich bin beeindruckt,1552,2070
1553,das heißt,1553,2415
1554,fred,1554,1792
1555,sara,1555,9899
1556,julia,1556,1261
1557,genial,1557,950
1558,das gefällt mir nicht,1558,2438
1559,bleib bei mir,1559,2198
1560,ich hab sie,1560,2242
1561,kommt nicht in frage,1561,1234
1562,haben sie verstanden,1562,1719
1563,was ist das hier,1563,2018
1564,sch,1564,857
1565,sehen sie mich an,1565,2704
1566,charlotte,1566,1200
1567,kennen sie ihn,1567,1630
1568,augenblick mal,1568,2651
1569,das wird schon,1569,2922
1570,und wenn nicht,1570,3299
1571,doug,1571,9899
1572,danke vielmals,1572,1059
1573,sicher nicht,1573,1289
1574,ich habe keine angst,1574,2260
1575,es geht ihm gut,1575,3089
1576,hab ich recht,1576,1500
1577,na endlich,1577,825
1578,"ich weiß nicht, was ich tun soll",1578,5768
1579,"nein, ich glaube nicht",1579,1997
1580,seien sie vorsichtig,1580,1393
1581,elizabeth,1581,9899
1582,spring,1582,1192
1583,schwer zu sagen,1583,2237
1584,luke,1584,9899
1585,ist das,1585,9899
1586,hab ich,1586,2540
1587,"du weißt, was ich meine",1587,4403
1588,ich komme wieder,1588,2254
1589,schon besser,1589,3077
1590,paris,1590,1221
1591,lassen sie mich in ruhe,1591,1387
1592,mm-hm,1592,3908
1593,wieso das,1593,3847
1594,merkwürdig,1594,882
1595,lass es,1595,2581
1596,du schaffst es,1596,2729
1597,action,1597,2637
1598,offensichtlich,1598,4766
1599,das ist fantastisch,1599,3099
1600,sie hatten recht,1600,2349
1601,mh,1601,580
1602,fahr,1602,1174
1603,phil,1603,9899
1604,"schon gut, schon gut",1604,2718
1605,oder was,1605,1354
1606,warten sie hier,1606,1247
1607,ich glaube,1607,1849
1608,süß,1608,1232
1609,komm runter,1609,1008
1610,was ist geschehen,1610,1225
1611,"oh, wow",1611,6141
1612,viel besser,1612,1314
1613,ich bin noch nicht fertig,1613,1531
1614,chuck,1614,9899
1615,kennen wir uns,1615,1106
1616,nichts für ungut,1616,5335
1617,"ja, ich denke schon",1617,3407
1618,ed,1618,4609
1619,leider,1619,423
1620,wollen wir,1620,1593
1621,nie wieder,1621,1863
1622,ich bin stolz auf dich,1622,1973
1623,das weißt du doch,1623,2060
1624,gute reise,1624,859
1625,zeig mal,1625,800
1626,sie lügen,1626,2360
1627,unbedingt,1627,1242
1628,sauber,1628,3045
1629,danke fürs kommen,1629,3133
1630,"nein, überhaupt nicht",1630,2684
1631,da sind sie ja,1631,1603
1632,braver junge,1632,2327
1633,küss mich,1633,1121
1634,lass ihn in ruhe,1634,2468
1635,wem,1635,1680
1636,scott,1636,6011
1637,hank,1637,2963
1638,'tschuldigung,1638,453
1639,sheriff,1639,3921
1640,er ist da,1640,2047
1641,was soll das denn,1641,1495
1642,major,1642,1067
1643,das war es,1643,2848
1644,barry,1644,9899
1645,gewiss,1645,851
1646,"nein, nicht wirklich",1646,5203
1647,ich glaube es nicht,1647,1726
1648,genau wie ich,1648,2241
1649,beides,1649,1880
1650,lee,1650,5002
1651,mord,1651,2302
1652,carrie,1652,9899
1653,halleluja,1653,1791
1654,sehr gern,1654,1173
1655,vielleicht nicht,1655,6600
1656,"nein, gar nicht",1656,2133
1657,ich weiß das,1657,2756
1658,jetzt sofort,1658,2414
1659,genau da,1659,6417
1660,weg damit,1660,1899
1661,mache ich,1661,2773
1662,fahr zur hölle,1662,2039
1663,das ist okay,1663,8135
1664,ich helfe ihnen,1664,1208
1665,phoebe,1665,9899
1666,bumm,1666,1610
1667,was haben sie getan,1667,5865
1668,nicht übel,1668,1881
1669,da bin ich mir sicher,1669,3607
1670,du bist tot,1670,2412
1671,kommt sofort,1671,3111
1672,sieh nur,1672,1646
1673,"hey, jungs",1673,3872
1674,hier ist er,1674,2399
1675,ich muss weg,1675,1440
1676,was macht ihr da,1676,1433
1677,sie verstehen nicht,1677,2534
1678,ich bin okay,1678,5990
1679,trotzdem,1679,1056
1680,und weißt du was,1680,4700
1681,hurensohn,1681,7070
1682,wo willst du denn hin,1682,877
1683,meinst du das ernst,1683,3429
1684,nimm es,1684,3904
1685,das bist du,1685,1057
1686,wo hast du das her,1686,2978
1687,er lügt,1687,2844
1688,möglicherweise,1688,3625
1689,"ach, komm",1689,1279
1690,das ist wichtig,1690,1761
1691,eine frau,1691,1837
1692,"ja, das weiß ich",1692,2712
1693,raus mit dir,1693,1914
1694,maggie,1694,9274
1695,volltreffer,1695,2168
1696,gentlemen,1696,3789
1697,du arschloch,1697,1461
1698,gestern,1698,2217
1699,commander,1699,9899
1700,schieß,1700,2177
1701,machen sie sich keine sorgen,1701,2332
1702,was ist das problem,1702,1657
1703,"nein, wirklich",1703,1363
1704,lange nicht gesehen,1704,2208
1705,entspannen sie sich,1705,3661
1706,gottverdammt,1706,5030
1707,freut mich sehr,1707,1681
1708,elena,1708,9899
1709,"oh, entschuldigung",1709,1069
1710,huch,1710,375
1711,das ist in ordnung,1711,3030
1712,was kann ich tun,1712,2421
1713,wie ist dein name,1713,2547
1714,wie ist ihr name,1714,3359
1715,was ist da drin,1715,2045
1716,rein da,1716,3340
1717,wir sind hier,1717,1821
1718,wie nett,1718,2319
1719,ist ok,1719,5690
1720,was zum teufel ist hier los,1720,3367
1721,was wirst du tun,1721,4214
1722,tue ich nicht,1722,5164
1723,larry,1723,2777
1724,bleib,1724,1569
1725,ups,1725,941
1726,"oh, doch",1726,2487
1727,danke dir,1727,2258
1728,so ist gut,1728,1237
1729,wohin denn,1729,953
1730,halt still,1730,2518
1731,"ja, gerne",1731,771
1732,das ist nicht witzig,1732,3058
1733,für wen,1733,2434
1734,hände weg,1734,2253
1735,ich verstehe das,1735,7537
1736,das ist die wahrheit,1736,2647
1737,vergessen sie's,1737,3426
1738,männer,1738,899
1739,"oh, oh",1739,1339
1740,meine damen und herren,1740,1153
1741,"oh, okay",1741,9899
1742,leider nicht,1742,1374
1743,uns,1743,1977
1744,du mistkerl,1744,4707
1745,weißt du das,1745,2382
1746,"hey, dad",1746,9899
1747,"nein, nein, nein, nein, nein",1747,8278
1748,wir schaffen das,1748,2281
1749,sei nicht albern,1749,3784
1750,bitteschön,1750,1273
1751,linda,1751,9899
1752,zusammen,1752,3239
1753,es ist aus,1753,1520
1754,"nein, mann",1754,3344
1755,wir haben keine wahl,1755,6480
1756,mag sein,1756,2313
1757,das verspreche ich,1757,3930
1758,neun,1758,1168
1759,überall,1759,1353
1760,schuldig,1760,9899
1761,lily,1761,9899
1762,wer war es,1762,2802
1763,ohh,1763,2995
1764,nicht für mich,1764,2583
1765,mit mir,1765,1802
1766,wir haben gewonnen,1766,1663
1767,keineswegs,1767,1006
1768,leise,1768,1023
1769,ich habe nachgedacht,1769,2227
1770,ich sterbe,1770,2898
1771,ich kann es nicht,1771,1786
1772,"ja, allerdings",1772,4186
1773,sie sind verhaftet,1773,1448
1774,"nein, das ist es nicht",1774,4038
1775,du schwein,1775,1206
1776,ich war es nicht,1776,2953
1777,ich kann nichts sehen,1777,2262
1778,hier rüber,1778,3283
1779,scheißkerl,1779,2850
1780,das wissen wir nicht,1780,2834
1781,peng,1781,1796
1782,stefan,1782,1035
1783,"ja, bin ich",1783,3368
