,sentence,rankt,ranko
1176,date la vuelta,1176,790
1177,me parece bien,1177,759
1178,esto es genial,1178,1119
1179,sabe qué,1179,1642
1180,no lo soy,1180,1499
1181,qué tenemos,1181,623
1182,no puede,1182,1665
1183,aló,1183,809
1184,"bien, vamos",1184,979
1185,"sí, es cierto",1185,1335
1186,inténtalo,1186,1437
1187,tiene sentido,1187,1407
1188,es extraño,1188,1616
1189,mi dios,1189,1900
1190,esperad,1190,2400
1191,brian,1191,836
1192,estoy bromeando,1192,1486
1193,adentro,1193,1011
1194,qué sorpresa,1194,1081
1195,quédate conmigo,1195,966
1196,es gracioso,1196,1599
1197,ella está bien,1197,2051
1198,entendiste,1198,1091
1199,es complicado,1199,2232
1200,desde cuándo,1200,2281
1201,come,1201,2161
1202,tenga,1202,1044
1203,descuida,1203,1051
1204,"vamos, muchachos",1204,1804
1205,puedo ayudarle,1205,1231
1206,qué debo hacer,1206,1661
1207,estoy embarazada,1207,1325
1208,estás mintiendo,1208,2019
1209,no es gracioso,1209,1382
1210,aguarda,1210,2239
1211,debería,1211,1281
1212,estoy,1212,1670
1213,mi hijo,1213,1752
1214,eric,1214,939
1215,de rodillas,1215,805
1216,no funciona,1216,1373
1217,están aquí,1217,1667
1218,no me acuerdo,1218,949
1219,no es suficiente,1219,1306
1220,qué quieren,1220,1003
1221,está,1221,1394
1222,podría ser,1222,1082
1223,suerte,1223,694
1224,haz algo,1224,1660
1225,qué es lo que quieres,1225,2473
1226,te vas,1226,1347
1227,hurra,1227,2275
1228,es terrible,1228,1723
1229,podemos hablar,1229,1432
1230,"sí, bien",1230,1503
1231,ryan,1231,9877
1232,"gracias, amigo",1232,1155
1233,lisa,1233,3193
1234,por ahora,1234,2363
1235,cállense,1235,1016
1236,qué mierda,1236,915
1237,mama,1237,1452
1238,"no, en serio",1238,1304
1239,a qué se refiere,1239,1602
1240,mi señor,1240,9877
1241,"vamos, amigo",1241,1608
1242,ya era hora,1242,1186
1243,aquí están,1243,1053
1244,no puedo respirar,1244,953
1245,murió,1245,1370
1246,puta,1246,877
1247,"por favor, por favor",1247,900
1248,te escucho,1248,1401
1249,objeción,1249,7525
1250,cuántos,1250,891
1251,pete,1251,2159
1252,apágalo,1252,1664
1253,"no, en absoluto",1253,1983
1254,es aquí,1254,904
1255,nos vemos mañana,1255,1484
1256,quítate,1256,1005
1257,"sí, tienes razón",1257,2562
1258,lo hago,1258,4071
1259,diez,1259,992
1260,no lo hago,1260,2254
1261,ahí viene,1261,640
1262,lo ve,1262,1518
1263,acción,1263,1571
1264,los dos,1264,729
1265,"si, claro",1265,1170
1266,qué hay de ti,1266,2218
1267,espero que no,1267,1633
1268,baja,1268,1626
1269,robert,1269,741
1270,fui yo,1270,1174
1271,jason,1271,2031
1272,ahh,1272,2502
1273,fuiste tú,1273,1456
1274,mírala,1274,1113
1275,whoo,1275,3808
1276,es tuyo,1276,855
1277,alto el fuego,1277,1173
1278,brillante,1278,2256
1279,es una larga historia,1279,2788
1280,no lo estoy,1280,2773
1281,sr. presidente,1281,1104
1282,doc,1282,1910
1283,puedo verlo,1283,1695
1284,por qué hiciste eso,1284,1358
1285,derecha,1285,1447
1286,estoy cansado,1286,1140
1287,apártate,1287,820
1288,todo va a salir bien,1288,1039
1289,cómo va,1289,1041
1290,qué lindo,1290,1215
1291,te lo juro,1291,892
1292,mientes,1292,1704
1293,detective,1293,1573
1294,lo dices en serio,1294,2500
1295,ábrelo,1295,1485
1296,me temo que no,1296,2635
1297,madre mía,1297,1905
1298,saben,1298,1881
1299,qué he hecho,1299,3452
1300,no fui yo,1300,1891
1301,muy bonito,1301,1023
1302,"gracias, papá",1302,1712
1303,tengo que hacerlo,1303,2430
1304,qué quieres de mí,1304,1629
1305,dave,1305,1157
1306,thomas,1306,5233
1307,buenas noticias,1307,2560
1308,sara,1308,1763
1309,qué voy a hacer,1309,1880
1310,hacer qué,1310,1693
1311,"sí, es verdad",1311,985
1312,alan,1312,1483
1313,lo vi,1313,1788
1314,mirad,1314,1520
1315,qué tenemos aquí,1315,1649
1316,ja,1316,1557
1317,cuántos años tienes,1317,1110
1318,cómo es,1318,1128
1319,es en serio,1319,1449
1320,charles,1320,1699
1321,lo conozco,1321,886
1322,te creo,1322,1496
1323,"gracias, cariño",1323,1850
1324,continúe,1324,1424
1325,volveré,1325,1711
1326,supongo que no,1326,1156
1327,qué estás mirando,1327,1644
1328,háblame,1328,1282
1329,elizabeth,1329,1719
1330,me voy a casa,1330,1030
1331,preparados,1331,1417
1332,donde,1332,1230
1333,afirmativo,1333,1308
1334,copiado,1334,1464
1335,va a estar bien,1335,2766
1336,jerry,1336,3689
1337,"oh, bien",1337,4646
1338,estaba,1338,2283
1339,es para ti,1339,1141
1340,me da igual,1340,824
1341,kyle,1341,1199
1342,laura,1342,1779
1343,conmigo,1343,1903
1344,ya vuelvo,1344,1400
1345,alguna pregunta,1345,1392
1346,te importa,1346,1732
1347,luke,1347,3394
1348,aleluya,1348,2228
1349,ya es suficiente,1349,1240
1350,se terminó,1350,1531
1351,estamos aquí,1351,1203
1352,"un momento, por favor",1352,1127
1353,sean,1353,1251
1354,por qué haces esto,1354,2294
1355,te llamaré,1355,1731
1356,me rindo,1356,1715
1357,tonto,1357,1648
1358,hay alguien aquí,1358,2029
1359,hermana,1359,2313
1360,tú qué crees,1360,950
1361,lo mismo digo,1361,978
1362,pasen,1362,1244
1363,voy contigo,1363,1423
1364,qué hice,1364,1934
1365,scott,1365,2167
1366,díselo,1366,1210
1367,por qué lo hiciste,1367,1740
1368,acepto,1368,1479
1369,maría,1369,383
1370,cálmese,1370,1206
1371,a trabajar,1371,1032
1372,qué vergüenza,1372,1533
1373,dean,1373,4847
1374,abran paso,1374,1471
1375,acércate,1375,1232
1376,puedo pasar,1376,1371
1377,jenny,1377,4169
1378,más fuerte,1378,1195
1379,callate,1379,919
1380,ahora sí,1380,871
1381,no me interesa,1381,1059
1382,ellos,1382,1662
1383,es broma,1383,1014
1384,no hay nada,1384,1112
1385,qué ha sido eso,1385,1438
1386,ya viene,1386,1169
1387,"sí, creo que sí",1387,1443
1388,hazme un favor,1388,1037
1389,josh,1389,5517
1390,vuelve aquí,1390,1489
1391,paso,1391,2066
1392,no sé por qué,1392,853
1393,orden,1393,1047
1394,juntos,1394,1145
1395,lo veo,1395,1656
1396,puede,1396,2088
1397,y por qué,1397,1274
1398,púdrete,1398,1142
1399,todo va bien,1399,1227
1400,te sientes bien,1400,1219
1401,majestad,1401,2289
1402,"buenas noches, señor",1402,1367
1403,por qué no me lo dijiste,1403,2457
1404,estuvo bien,1404,1588
1405,chicas,1405,1906
1406,"muy bien, gracias",1406,1638
1407,qué demonios es eso,1407,1741
1408,vamos a hacerlo,1408,2200
1409,baja el arma,1409,865
1410,está mintiendo,1410,2507
1411,rose,1411,3420
1412,dos veces,1412,2074
1413,contesta,1413,905
1414,lo sabe,1414,2663
1415,yo lo hice,1415,3483
1416,cuéntame,1416,849
1417,tengo algo para ti,1417,1160
1418,iré contigo,1418,2724
1419,es raro,1419,3898
1420,como siempre,1420,752
1421,toma asiento,1421,2220
1422,nombre,1422,1802
1423,ow,1423,2870
1424,bien por ti,1424,4882
1425,qué está diciendo,1425,1130
1426,no puedo hacer esto,1426,1705
1427,eres un idiota,1427,1568
1428,qué quieres hacer,1428,1312
1429,frodo,1429,9877
1430,claro que si,1430,952
1431,lo intenté,1431,2534
1432,no lo hará,1432,2227
1433,cómo sabes eso,1433,2506
1434,te entiendo,1434,1292
1435,mi madre,1435,1562
1436,nada de eso,1436,1821
1437,"sí, vamos",1437,1276
1438,aquí estás,1438,3091
1439,dame la mano,1439,1166
1440,linda,1440,2602
1441,que haces,1441,1094
1442,soy,1442,2040
1443,no lo ves,1443,1851
1444,justo ahí,1444,1535
1445,ahí lo tienes,1445,2591
1446,vete al infierno,1446,1691
1447,hank,1447,1457
1448,"en realidad, no",1448,2779
1449,roger,1449,2826
1450,grace,1450,965
1451,lo prometes,1451,2056
1452,no seas tonto,1452,2055
1453,"sí, lo hice",1453,3715
1454,larry,1454,2513
1455,qué está sucediendo,1455,2469
1456,así está bien,1456,1116
1457,fabuloso,1457,1258
1458,martin,1458,1893
1459,abran la puerta,1459,1278
1460,gracias por todo,1460,1229
1461,estoy en ello,1461,5683
1462,susan,1462,6821
1463,tiempo,1463,2211
1464,estás de broma,1464,4111
1465,era,1465,2504
1466,o qué,1466,1843
1467,lo recuerdas,1467,1565
1468,a la izquierda,1468,1077
1469,estoy segura,1469,1679
1470,completamente,1470,2240
1471,no muy bien,1471,1859
1472,qué extraño,1472,1997
1473,"no, no es eso",1473,2002
1474,es inútil,1474,1689
1475,protesto,1475,1411
1476,que estas haciendo,1476,2464
1477,no digas nada,1477,1727
1478,lo era,1478,3059
1479,por allí,1479,1391
1480,y sabes qué,1480,2014
1481,obviamente,1481,4113
1482,en qué,1482,1482
1483,puedo entrar,1483,2067
1484,asesino,1484,1781
1485,así está mejor,1485,1854
1486,que te jodan,1486,1569
1487,de pie,1487,1197
1488,lo hará,1488,2090
1489,cómo te fue,1489,1702
1490,moveos,1490,2286
1491,mal,1491,1305
1492,qué hizo,1492,1474
1493,"sí, de acuerdo",1493,2297
1494,buenas,1494,522
1495,espérame,1495,1198
1496,hasta pronto,1496,1345
1497,ed,1497,1224
1498,nueve,1498,1717
1499,"sí, capitán",1499,2284
1500,es sólo que,1500,3919
1501,estoy ocupado,1501,1958
1502,yo también te amo,1502,1597
1503,ahí va,1503,932
1504,entiende,1504,704
1505,es fácil,1505,1829
1506,dame,1506,1263
1507,es decir,1507,1786
1508,a la derecha,1508,1117
1509,no hice nada,1509,1708
1510,ya vienen,1510,1185
1511,"muy bien, señor",1511,2212
1512,es divertido,1512,2360
1513,no puedes hacer eso,1513,1538
1514,un poco más,1514,1530
1515,qué está haciendo aquí,1515,1911
1516,una,1516,1010
1517,qué diablos es esto,1517,991
1518,me equivoqué,1518,1834
1519,"dios, no",1519,3481
1520,qué te pasó,1520,884
1521,no gracias,1521,2472
1522,fuera de mi camino,1522,3005
1523,lo viste,1523,2306
1524,te voy a matar,1524,1354
1525,una cosa más,1525,2445
1526,muere,1526,1314
1527,tienes que irte,1527,2235
1528,voy a entrar,1528,1523
1529,"gracias, doctor",1529,1476
1530,déjame ayudarte,1530,1729
1531,miren eso,1531,1052
1532,comprendes,1532,786
1533,louis,1533,2726
1534,"lo siento, lo siento",1534,2020
1535,es eso cierto,1535,2258
1536,no tenemos mucho tiempo,1536,2230
1537,será divertido,1537,1975
1538,culpable,1538,2603
1539,diviértete,1539,1769
1540,"muy bien, muy bien",1540,1376
1541,idiotas,1541,1860
1542,desapareció,1542,1917
1543,venga conmigo,1543,1340
1544,qué ves,1544,1555
1545,todo el tiempo,1545,1458
1546,ya lo hice,1546,2406
1547,enseguida vuelvo,1547,1386
1548,así se hace,1548,1071
1549,vamos a casa,1549,1598
1550,abby,1550,4002
1551,mi amor,1551,656
1552,podría,1552,2271
1553,dan,1553,5784
1554,no es tu culpa,1554,2549
1555,amen,1555,1194
1556,y después,1556,1645
1557,no quiero morir,1557,1000
1558,que alguien me ayude,1558,2960
1559,ted,1559,3901
1560,chloe,1560,9877
1561,no se preocupen,1561,1403
1562,quiero hablar contigo,1562,1243
1563,arthur,1563,9824
1564,phil,1564,3485
1565,feliz año nuevo,1565,3350
1566,pero por qué,1566,1839
1567,sí o no,1567,1025
1568,rick,1568,4679
1569,escúcheme,1569,1418
1570,justo a tiempo,1570,1807
1571,hay alguien,1571,1610
1572,sabes algo,1572,1492
1573,"de acuerdo, de acuerdo",1573,1961
1574,di algo,1574,1657
1575,"hola, ¿cómo estás",1575,1125
1576,en fin,1576,1761
1577,ya lo sabes,1577,2184
1578,precisamente,1578,2016
1579,julia,1579,887
1580,no me lo puedo creer,1580,2251
1581,aquí no,1581,1346
1582,déjala,1582,1259
1583,ya lo verás,1583,1550
1584,leo,1584,2408
1585,cinco minutos,1585,2365
1586,helen,1586,5917
1587,no realmente,1587,2540
1588,qué demonios es esto,1588,1985
1589,simon,1589,2112
1590,qué te dije,1590,946
1591,"sí, muy bien",1591,1191
1592,"oye, oye, oye",1592,2362
1593,"sí, mamá",1593,1963
1594,asombroso,1594,1409
1595,pero no,1595,1993
1596,olvídelo,1596,1771
1597,demasiado,1597,2302
1598,siento llegar tarde,1598,3313
1599,es hermosa,1599,1377
1600,ha pasado mucho tiempo,1600,2942
1601,carter,1601,6383
1602,no sé nada,1602,1293
1603,haz lo que quieras,1603,1724
1604,"hola, hola",1604,1374
1605,no tengo nada,1605,1265
1606,te sientes mejor,1606,1925
1607,lo sabemos,1607,2036
1608,sabes una cosa,1608,1054
1609,aquí mismo,1609,774
1610,largo de aquí,1610,1348
1611,la conoces,1611,2012
1612,tienes que estar bromeando,1612,1607
1613,hasta ahora,1613,2065
1614,ningún problema,1614,899
1615,necesito hablar contigo,1615,2136
1616,"no, no lo hice",1616,3205
1617,cómo se llamaba,1617,1577
1618,chuck,1618,1512
1619,ya llegamos,1619,937
1620,ahí vamos,1620,1442
1621,un qué,1621,1269
1622,no hagas esto,1622,1547
1623,damas y caballeros,1623,1774
1624,hágalo,1624,2752
1625,digo,1625,1952
1626,"no, no es así",1626,3181
1627,hoy no,1627,2659
1628,está hecho,1628,1998
1629,buena pregunta,1629,1578
1630,señores,1630,1267
1631,me muero de hambre,1631,2144
1632,pues claro,1632,1357
1633,anoche,1633,2325
1634,no te entiendo,1634,1013
1635,no crees,1635,2801
1636,qué demonios estás haciendo,1636,4597
1637,no es asunto tuyo,1637,1819
1638,no hay de qué,1638,1239
1639,no te gusta,1639,1234
1640,"claro, claro",1640,1441
1641,lo lograste,1641,1099
1642,qué significa esto,1642,1768
1643,saludos,1643,2929
1644,cómo se siente,1644,1311
1645,te lo ruego,1645,2566
1646,eres increíble,1646,1594
1647,"oh, hola",1647,5422
1648,mátame,1648,996
1649,cobarde,1649,1434
1650,"no, no puedes",1650,2641
1651,estaremos bien,1651,1904
1652,"vamos, rápido",1652,1878
1653,por eso,1653,1149
1654,piensa,1654,1941
1655,no hay nadie,1655,1506
1656,"hola, soy yo",1656,1681
1657,que quieres decir,1657,1887
1658,lee,1658,2547
1659,william,1659,3339
1660,todo irá bien,1660,1874
1661,ese es el problema,1661,1943
1662,el,1662,2210
1663,apártense,1663,1526
1664,depende,1664,1855
1665,querido,1665,2099
1666,no te preocupes por mí,1666,1532
1667,deja eso,1667,1189
1668,lárgate de aquí,1668,764
1669,molly,1669,4839
1670,qué quieres decir con eso,1670,2121
1671,eso es mentira,1671,1242
1672,"oye, tú",1672,1430
1673,ciertamente,1673,4001
1674,es una trampa,1674,1461
1675,izquierda,1675,1109
1676,su alteza,1676,9877
1677,cómo va todo,1677,2854
1678,puedes oírme,1678,2270
1679,eso no está bien,1679,1871
1680,sonríe,1680,1701
1681,después,1681,2638
1682,qué eres,1682,2058
1683,pues no,1683,1114
1684,disparen,1684,1102
1685,qué le dijiste,1685,1298
1686,tú puedes,1686,1824
1687,puedo preguntarte algo,1687,1846
1688,tengo razón,1688,1378
1689,ves eso,1689,1541
1690,ya regreso,1690,1515
1691,jesse,1691,1501
1692,es mi trabajo,1692,1163
1693,todo listo,1693,1069
1694,"gracias, señora",1694,1734
1695,creo que,1695,2332
1696,tú lo sabes,1696,1296
1697,qué más da,1697,1355
1698,lo,1698,7010
1699,es mía,1699,2082
1700,concéntrate,1700,2515
1701,a un lado,1701,1810
1702,nunca se sabe,1702,2133
1703,no me jodas,1703,982
1704,qué le parece,1704,947
1705,encantador,1705,9093
1706,ya está bien,1706,1105
1707,delicioso,1707,1713
1708,"gracias, mamá",1708,2324
1709,es muy bueno,1709,1473
1710,esto es todo,1710,1288
1711,es demasiado,1711,1942
1712,ugh,1712,5443
1713,parad,1713,4338
1714,cuando,1714,1995
1715,abran,1715,1980
1716,está bueno,1716,1487
1717,preparado,1717,1583
1718,al diablo,1718,1078
1719,lo odio,1719,2101
1720,ayúdeme,1720,1989
1721,miles,1721,3686
1722,retírense,1722,1639
1723,karen,1723,5507
1724,esto es para ti,1724,1685
1725,dispárale,1725,1916
1726,mi esposa,1726,1200
1727,estoy cansada,1727,1796
1728,bastante,1728,1624
1729,encantada de conocerte,1729,3473
1730,pero yo,1730,2435
1731,allá,1731,1107
1732,joey,1732,4560
1733,"sí, supongo",1733,4100
1734,alto ahí,1734,1061
1735,no me lo creo,1735,2298
1736,tome asiento,1736,1852
1737,está muy bien,1737,1540
1738,marty,1738,791
1739,puedes irte,1739,5006
1740,está loca,1740,2089
1741,victoria,1741,2861
1742,gandalf,1742,9877
1743,quiero,1743,2357
1744,podemos,1744,3060
1745,dónde está ahora,1745,3849
1746,no es gran cosa,1746,1574
1747,jeff,1747,4074
1748,jamie,1748,3907
1749,lo siento muchísimo,1749,1928
1750,quieres venir,1750,2528
1751,no me dejes,1751,2064
1752,por mí,1752,1947
1753,me gustaría,1753,2648
1754,es bonito,1754,1866
1755,no lo harás,1755,2093
1756,"sí, eso creo",1756,3460
1757,se ve bien,1757,2151
1758,no necesariamente,1758,3279
1759,lindo,1759,3025
1760,lo eres,1760,2318
1761,"oh, por favor",1761,4973
1762,"sí, ¿por qué",1762,2244
1763,qué necesitas,1763,2424
1764,yo iré,1764,4375
1765,"rápido, rápido",1765,1938
1766,te diré algo,1766,1389
1767,estás muerto,1767,1658
1768,qué tiene,1768,1139
1769,basura,1769,1256
1770,es muy importante,1770,1969
1771,tienes que hacerlo,1771,2827
1772,"no, por supuesto que no",1772,6255
1773,"bueno, no",1773,3191
1774,"lo siento, cariño",1774,2295
1775,ya lo veo,1775,1427
1776,una vez,1776,2250
1777,qué es este lugar,1777,2454
1778,ves esto,1778,1247
1779,qué harás,1779,1758
1780,"sí, lo siento",1780,4694
1781,camina,1781,1361
1782,no estoy de acuerdo,1782,3440
1783,ábrela,1783,1375
1784,tenía razón,1784,2508
1785,hijos de puta,1785,738
1786,esto no está bien,1786,1965
1787,tengo que hablar contigo,1787,2108
1788,repito,1788,1029
1789,es una buena idea,1789,2142
1790,en efecto,1790,4235
1791,me gusta eso,1791,1812
1792,asi es,1792,1379
1793,hay algo más,1793,1592
1794,está segura,1794,2061
1795,hemos terminado,1795,5559
1796,"ah, si",1796,1581
1797,no lo toques,1797,1075
1798,"uno, dos, tres, cuatro",1798,1545
1799,déjalo ir,1799,2352
1800,seguridad,1800,1350
1801,sangre,1801,2375
1802,qué locura,1802,1356
1803,como yo,1803,2217
1804,qué haremos,1804,1397
1805,pruébalo,1805,2729
1806,que es,1806,1586
1807,paz,1807,1595
1808,"por aquí, por favor",1808,1707
1809,por ejemplo,1809,1513
1810,nena,1810,1090
1811,yo voy,1811,2389
1812,mayor,1812,1981
1813,aquí es,1813,1319
1814,puedo ayudarlo,1814,1323
1815,qué te ha pasado,1815,1584
1816,me mentiste,1816,2613
1817,ayer,1817,2576
1818,fácil,1818,5063
1819,de ningún modo,1819,3444
1820,qué le pasó,1820,1849
1821,julie,1821,2421
1822,guardias,1822,2897
1823,buen viaje,1823,1579
1824,quien es,1824,1567
1825,ambos,1825,3117
1826,tengo,1826,1528
1827,"ah, ¿sí",1827,1275
1828,hannah,1828,1136
1829,súbete,1829,868
1830,y yo también,1830,1366
1831,por qué haría eso,1831,5771
1832,llévenselo,1832,1273
1833,nada mal,1833,1445
1834,a todos,1834,1245
1835,él está bien,1835,2447
1836,oh sí,1836,4197
1837,tu padre,1837,1408
1838,no dispares,1838,1362
1839,no tengo miedo,1839,3307
1840,te parece,1840,1529
1841,no comprendo,1841,1823
1842,no tengo tiempo,1842,1673
1843,te extraño,1843,1791
1844,uh-huh,1844,4563
1845,levanta,1845,5781
1846,no lo conozco,1846,1260
1847,"adiós, cariño",1847,2393
1848,terminamos,1848,2103
